unique ID,query_text,category
1286,need advice on armed,general
1287,I got seat in polytechnic college for women and Minorities at badangpet ranga Reddy district. Iam interested to study cse there.so is it good collage for cse,general
1288,JEE Main - 24 January 2023 Shift 2,general
1289,Then Why You Not Responding,conversational
1290,what is shiat,general
1291," Given, x≥5 Thus, the values of x which satisfy the inequation are the digits greater than or equal to 5, i.e. 5, 6, 7 in the replacement set. Then, the solution set for the given inequation is {5, 6, 7} Now, comparing {5, 6, 7} with {a, b, c}, we get a=5, b=6 and c=7 Therefore, the value of a + b + c=5 + 6 + 7=18 Hence, the value of a + b + c is 18. ",academic_non_servable
1292,Integration of Trigonometric Functions,academic_servable
1293,OK thanks but this time I had satisfied.,conversational
1294," The ribcage is made up of 12 pairs of bones. It protects vital organs like heart and lungs. The ribs are attached to the sternum in the front and to the backbone at the back. The last two pairs of ribs are not attached to the sternum and are attached only to the backbone. Therefore, these ribs are called floating ribs. ",academic_non_servable
1295,Could you help me understand more about nalco,general
1296,Language change ho sakti h ya nhi,general
1297,Name two liquids which conduct electricity and two liquids which do not conduct electricity.,academic_servable
1298," It is given to count the numbers forward using the number strip. We know thatt, Start at 2 on the number strip and move 3 step forward. You will reach 5. Hence, 2 + 3=5. ",academic_non_servable
1299,"Need more information on the topic of cumshot,",junk
1300,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",junk
1301,General Principles and Processes of Isolation of Metals (Metallurgy) Test - 2,general
1302,BATTLEZONE,junk
1303,Disguised Unemployment in India,academic_servable
1304,OVERBLOOD,junk
1305,Plstry again,junk
1306,Simpson's Three-Eighth Rule,academic_servable
1307,b. Mitosis and meiosis.,academic_servable
1308," The day - to - day condition of the atmosphere at a place and time is called weather of that place. The sun is the primary source of energy which causes a change in the weather. The heat energy of the sun is absorbed and reflected by the earth's surface, oceans, and atmosphere plays an important role in determining the weather at any place. ",academic_non_servable
1309,"We should not try to swim or cross rivers, lakes and seas without knowing its depth. a. True b. False",academic_servable
1310,"In these questions, select the statement which is not based on the given sentences.",academic_non_servable
1311,what is inertia,academic_servable
1312," We know that a die has six faces with equal chances of the 1, 2, 3, 4, 5 or 6 coming on top. So, the total number of outcomes is 6×6=36. Sum of 7both dice are6,1, 1, 6, 5,2,2,5,4,3,3,4=6 Now, the probability of getting sum 7 =The total number of favourable outcomesThe total number of possible outcomes =636=16. Therefore, the required answer is 16. ",academic_non_servable
1313,EMBIBE CHAPTER WISE PREVIOUS YEAR PAPERS FOR MAT,general
1314,Steel Battalion: Heavy Armor,junk
1315,Diet Problems,academic_servable
1316, Photovoltaic cell is a device which converts solar energy into electrical energy. These cells are building blocks of solar panel. ,academic_non_servable
1317,EUREKA PLUS Revised Bringing Science to Life,general
1318,Mechanical Properties Of Solids Test - 1,general
1319," Given, To write the decimal fraction 85.61 in the form of fraction. a) Write the number without decimal point that form the numerator 8561. b) Count the decimal place in the decimal fraction, that is, 2. c) Write 1 followed by two zeros in denominator → 100. So, 85.61= 8561100 Hence, the required answer is 8561100. ",academic_non_servable
1320, At least two factors are required to represent the character in an organism (diploid). These two factors lie on the two homologous chromosomes at the same locus. The 'Principle of Paired Factors' is the postulate of Mendel which proves that each germ cell must have only one gene set. ,academic_non_servable
1321,tigershark,junk
1322,brothers in arms: hell's highway,junk
1323,Embibe Big Book for Mathematics for Telangana Board Class 3,general
1324,Historical Evolution of the Constitution of West Bengal,academic_servable
1325," Given, The sides of given triangle are 3.2 cm, 5.2 cm and 3.2 cm. We know that, A triangle in which length of all the sides are equal is called an equilateral triangle. A triangle in which length of any two sides are equal is called an isosceles triangle. A triangle in which length of all the sides are different is called a scalene triangle. Here, the two sides are equal that is 3.2 cm. Therefore, the given triangle is an isosceles triangle. ",academic_non_servable
1326,Sry sir I not have doubt can I ask tomorrow,conversational
1327,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",junk
1328,Answer me quick,conversational
1329,I wait 4 ü inside da car park...,junk
1330,39 + ( - 24) - 15 36 + ( - 52) - ( - 36) which one is greater?,academic_servable
1331," Given expression is 10m2 - 9m + 7m - 3m2 - 5m - 8. We know that, The sum or difference between two like terms is a like term with a numerical coefficient equal to the sum or difference between the numerical coefficients of the two like terms. If no two terms of an expression are alike then it is said to be in the simplified form. Now, 10m2 - 9m + 7m - 3m2 - 5m - 8 Bringing the like terms together, we get, =10m2 - 3m2 - 9m - 5m + 7m - 8 =10 - 3m2 + - 9 - 5 + 7m - 8 =7m2 - 7m - 8 Hence, the required answer is 7m2 - 7m - 8. Hence, the value of k is 8. ",academic_non_servable
1332, Sum borrowed (P) =₹ 18000 Rate (R) =8% p.a. Time (n) =2 years S.I. =P×R×T100 =₹18000×8×2100 =₹2880 In case of compound interest A=P1 + R100n=₹180001 + 81002 =₹18000×27252 =₹18000×2725×2725 =₹1049765=₹20995.20 ∴ C.I. =₹ 20995.20 - 18000=₹ 2995.20 Now difference in both interest =₹ 2995.20 - ₹ 2880=₹ 115.20. ,academic_non_servable
1333,"Have You Heard Of Beater,",junk
1334, Learning Objectives and Evaluation,general
1335," Let us add the given two numbers, Let us regroup 10 ones with Tens Rod. Carry over to Tens column. Now add the Tens, Tens =2Tens + 1 Tens + 1 Tens (carryover by regrouping ones)=4 Tens. we replace the 10 ones block with tens rod. 29 + 13=42. Thus, the answer is 42. ",academic_non_servable
1336,I talk about achievment,conversational
1337,"i'm curious about masterbation,",junk
1338,Name the maximum force that comes into play when the object just starts sliding upon another object.,academic_servable
1339,Could you provide some insight into Emerging Alternative Marketing Channels,academic_servable
1340,have you heard of douche,junk
1341,sports champions,junk
1342," It has been given that ∙=3 ... 1 a 5*=2△ + 2∙ ... 2 b 2△=2* + 2∙... 3 c 3* + 3∙=3△ ... 4 By equation 3 and 4, we get ⇒5*=2* + 2∙ + 2∙ ⇒5* - 2*=4∙ ⇒3*=4×3 [By using 1] ⇒*=4×33=4 Now substituting the value of * and ∙ in equation 4 we get 3×4 + 3×3=3△ ⇒3△=21 ⇒△=213 ⇒△=7. ",academic_non_servable
1343,Revenue Deficit,academic_servable
1344,I love working from home :),junk
1345,What is a motion if swing,academic_servable
1346,Don't worry,junk
1347,I downloaded the embibe app,conversational
1348," The ornithine cycle, also called the urea cycle, is a metabolic pathway that converts excess ammonia into urea in the mitochondria of liver cells. The urea formed through this cycle then enters the bloodstream, is filtered by the kidneys and is ultimately excreted in the urine. The liver is considered the largest visceral organ and gland present in our body. ",academic_non_servable
1349,Calculate the equivalent of 6000 gm in kg,academic_servable
1350,Dos 1,junk
1351,sharechat @Sapsidmmohan Raj மகிழ்ச்சி மலரட்டிம் colours of auotes,junk
1352,solve ∑ 18/5 from 63/10 to 359 = ___,academic_servable
1353,Shenzhen Code,academic_servable
1354,In The Groove,junk
1355,"A circular coil of radius 10 c m , carries a current of 40 ampere. If it has 40 turns, the flux density at the centre of the coil is (in W b / m 2 ) (1) 1.4 π × 10 − 3 (2) 14 π × 10 − 3 (3) 3.2 π × 10 − 3 (4) 2 π × 10 − 3 ",academic_servable
1356,"GAY,",junk
1357,shailesh k jain,general
1358,"I'll get there at 3, unless you guys want me to come some time sooner",junk
1359," The flower is known as the reproductive part of the plant. Pistils are the female reproductive parts of the flower. The female reproductive parts of a flower the pistils are collectively known as gynoecium. Pistil is the female part of a flower. Each carpel consists of three parts i.e., ovary, style and stigma. ",academic_non_servable
1360,tokyo beat down,junk
1361, ground and vascular,general
1362,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,conversational
1363,solve 93/10:875.71 = 73/10:___,academic_servable
1364," Given: 3, a lies on the line represented by the linear equation 2x - 3y=5. Then, (3, a) will satisfy the equation. Putting x=3, y=a in the equation, we have 2×3 - 3×a=5⇒6 - 3a=5⇒3a=6 - 5⇒3a=1⇒a=13 Therefore, a=13. ",academic_non_servable
1365," Given, 3×2000 We need to count the number of zeros on the right of the number of 2 in 2000. There are 3 zeros, so we have to multiply by thousands. Multiply the digits on the left of the zeros, so 3×2=6 Write their product followed by the number of zeros. 3×2 thousand =6000 Therefore, the product is 6000 ",academic_non_servable
1366," Given percentage is 718% First convert the mixed fraction to the improper fraction. 718%=7×1 + 88%=578% Multiply the percentage by 1100 to change it into a fraction. 578%=578×1100=57800 Hence, the required fraction is 57800, so the value of a + b=57 + 800=857 ",academic_non_servable
1367,"what is bastards,",junk
1368,Cars Mater-National Championship,junk
1369,Types of Taxes on Income,academic_servable
1370,"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",conversational
1371,Embibe Big Book for Mathematics for Madhya Pradesh Board Class 10,general
1372," The season is the time of the year when one type of weather remains for a long time. In the given picture, the season is monsoon with rainy days. During this weather condition we carry umbrellas and we wear raincoats, rubber apparels, etc., to protect ourselves from getting wet. ",academic_non_servable
1373,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,junk
1374,Questions 10,conversational
1375,Industrialisation in India During Late 19th Century,academic_servable
1376,D. C. Pandey	,general
1377,Molal Boiling Point Elevation Constant Using Molar Heat of Vapourisation,academic_servable
1378,I'm interested in finding out more about rd chhattisgarh board,general
1379,Give me Sulution,conversational
1380,"25. In the given figure, O is the centre of the circle. A B is the tangent to the circle at the point P . If ∠ A P Q = 58 ∘ then the measure of ∠ P Q B is [CBSE 2014] (a) 32 ∘ (b) 58 ∘ (c) 122 ∘ (d) 132 ∘ ",academic_servable
1381,shadow the hedgehog,junk
1382,Csk Himachal Pradesh Krishi Vishvavidyalaya,general
1383,Boloo naa,conversational
1384,Exponential and Logarithmic Series Test - 1,general
1385,"find the mode of the given data. 12,24,36,46,25,38,72,36,25,38,12,24,46,25,12,24,46,25,72,12,24,36,25,38 and 36. ",academic_servable
1386,joe mama,junk
1387,rrb ntpc cbt 1,general
1388,Extracellular Enzymes,academic_servable
1389,"Find the product of 26× - 48 + - 48× - 36, by using suitable property.",academic_servable
1390,Mao Zedong,academic_servable
1391," Ionic compounds such as sodium chloride, iron sulphate, copper sulphate etc., are generally soluble in polar solvent like water and are insoluble in non - polar solvent like benzene, toluene, carbon tetrachloride, alcohol etc. ",academic_non_servable
